registration_date,traffic_type,id_partner,age_group,device,country_tier,registrations,users_acqusition_costs,revenue_7_days,logins_1_lt,logins_3_lt,logins_7_lt
2021-09-21,Google Search,1,35-,Android,Tier_2,5,0.0,0.0,0,1,0
2021-08-18,Google Search,1,35-55,Android,Tier_1,118,4090.0,1086.99,14,12,8
2021-03-09,Google Search,1,35-55,Windows,Tier_2,5,330.0,27.32,1,1,1
2021-09-04,Google Search,1,35-,Android,Tier_2,8,386.0,26.12,0,1,1
2021-10-22,Google Search,1,35-55,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-05-16,Google Search,1,35-55,iOS,Tier_2,4,0.0,0.0,0,0,0
2021-03-05,Google Search,1,35-55,iOS,Tier_2,4,0.0,0.0,1,1,1
2021-09-06,Google Search,1,55+,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-05-28,Google Search,1,55+,iOS,Tier_1,42,1000.0,0.0,8,2,4
2021-01-10,Google Search,1,35-,MacOS,Tier_3,3,0.0,0.0,0,0,0
2021-05-06,Google Search,1,35-55,Android,Tier_1,80,2110.0,388.83000000000004,18,6,3
2021-07-04,Google Search,1,35-,Android,Tier_3,3,0.0,0.0,0,0,0
2021-04-03,Google Search,1,35-55,MacOS,Tier_2,1,0.0,0.0,0,0,0
2021-09-29,Google Search,1,35-55,MacOS,Tier_2,1,0.0,0.0,0,0,0
2021-02-03,Google Search,1,35-55,MacOS,Tier_3,3,175.0,27.66,2,1,0
2021-11-06,Google Search,1,55+,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-04-06,Google Search,1,35-55,Android,Tier_3,8,665.0,7.09,4,2,1
2021-02-02,Google Search,1,35-55,MacOS,Tier_1,14,530.0,2.99,2,0,0
2021-03-04,Google Search,1,35-55,iOS,Tier_1,71,2330.0,1542.8000000000002,17,12,3
2021-06-03,Google Search,1,35-55,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-01-07,Google Search,1,35-,Windows,Tier_1,14,0.0,0.0,1,6,1
2021-10-19,Google Search,1,35-55,Windows,Tier_3,5,0.0,0.0,0,0,0
2021-01-12,Google Search,1,35-55,Android,Tier_1,113,5040.0,1162.0,38,25,13
2021-09-22,Google Search,1,35-,iOS,Tier_2,2,0.0,0.0,1,1,0
2021-10-16,Google Search,1,55+,iOS,Tier_3,2,0.0,0.0,0,0,0
2021-08-06,Google Search,1,55+,Android,Tier_2,2,0.0,0.0,1,1,0
2021-05-14,Google Search,1,35-55,Android,Tier_1,65,2400.0,815.6800000000001,14,11,3
2021-08-13,Google Search,1,35-55,Other,Tier_1,4,0.0,0.0,1,0,0
2021-09-30,Google Search,1,35-55,MacOS,Tier_2,4,175.0,3.46,1,0,0
2021-02-21,Google Search,1,55+,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-05-03,Google Search,1,55+,Windows,Tier_3,4,0.0,22.98,2,1,0
2021-04-19,Google Search,1,35-55,Other,Tier_1,7,0.0,0.0,1,0,0
2021-06-12,Google Search,1,35-,Android,Tier_3,7,0.0,0.0,0,0,0
2021-03-07,Google Search,1,55+,MacOS,Tier_3,2,0.0,0.0,1,0,0
2021-08-11,Google Search,1,35-,MacOS,Tier_1,4,0.0,0.0,0,0,0
2021-08-10,Google Search,1,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-09-16,Google Search,1,35-55,Android,Tier_3,5,0.0,0.0,2,1,1
2021-01-19,Google Search,1,35-55,iOS,Tier_2,6,4.0,0.0,2,1,0
2021-02-14,Google Search,1,55+,Other,Tier_1,3,0.0,0.0,2,2,2
2021-10-28,Google Search,1,35-,Other,Tier_3,1,0.0,0.0,1,0,1
2021-08-16,Google Search,1,55+,Windows,Tier_1,33,2000.0,737.6600000000001,11,9,6
2021-06-12,Google Search,1,35-55,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-02-23,Google Search,1,35-,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-01-05,Google Search,1,35-,iOS,Tier_3,3,0.0,0.0,0,0,0
2021-09-14,Google Search,1,35-55,Windows,Tier_3,4,0.0,0.0,1,1,1
2021-01-27,Google Search,1,55+,Android,Tier_2,5,0.0,0.0,1,0,0
2021-11-05,Google Search,1,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-11-12,Google Search,1,35-55,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-02-08,Google Search,1,35-,Windows,Tier_3,4,0.0,0.0,0,0,0
2021-01-12,Google Search,1,55+,Windows,Tier_2,3,0.0,0.0,1,1,0
2021-04-02,Google Search,1,35-55,Other,Tier_1,2,0.0,0.0,1,0,1
2021-05-15,Google Search,1,35-,Android,Tier_2,6,0.0,0.0,1,0,1
2021-01-03,Google Search,1,55+,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-04-04,Google Search,1,35-55,iOS,Tier_2,6,0.0,0.0,2,1,0
2021-07-21,Google Search,1,35-55,Windows,Tier_3,8,0.0,0.0,1,0,1
2021-10-29,Google Search,1,35-55,MacOS,Tier_2,2,0.0,0.0,0,0,0
2021-05-19,Google Search,1,35-,Android,Tier_1,31,0.0,0.0,3,2,2
2021-11-11,Google Search,1,55+,Android,Tier_1,132,6268.0,706.9200000000001,55,37,27
2021-04-01,Google Search,1,35-55,Windows,Tier_3,5,830.0,26.5,2,2,0
2021-08-08,Google Search,1,35-55,Windows,Tier_3,15,0.0,0.0,6,3,2
2021-11-15,Google Search,1,35-,iOS,Tier_3,9,0.0,0.0,0,0,0
2021-04-15,Google Search,1,35-55,Windows,Tier_3,6,0.0,0.0,1,0,0
2021-04-01,Google Search,1,35-55,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-04-15,Google Search,1,55+,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-03-31,Google Search,1,35-55,iOS,Tier_1,128,2940.0,322.85,24,8,9
2021-01-03,Google Search,1,35-55,MacOS,Tier_1,24,0.0,3.13,4,1,2
2021-10-07,Google Search,1,55+,Windows,Tier_1,57,800.0,5.98,12,8,7
2021-10-02,Google Search,1,35-55,Windows,Tier_1,31,0.0,0.0,6,1,2
2021-11-06,Google Search,1,55+,Windows,Tier_1,42,400.0,118.99,16,15,8
2021-10-03,Google Search,1,35-,Windows,Tier_3,6,0.0,0.0,1,0,0
2021-01-16,Google Search,1,35-55,Android,Tier_1,147,7555.0,1573.6799999999998,46,25,17
2021-08-03,Google Search,1,35-55,Android,Tier_1,119,3444.0,761.94,24,15,13
2021-05-18,Google Search,1,35-,iOS,Tier_1,53,0.0,0.0,3,2,1
2021-03-07,Google Search,1,35-,Android,Tier_1,43,635.0,2.99,2,2,1
2021-06-27,Google Search,1,35-,Windows,Tier_2,6,0.0,0.0,0,0,0
2021-10-07,Google Search,1,35-,Android,Tier_1,49,778.0,5.98,10,0,3
2021-10-12,Google Search,1,55+,iOS,Tier_1,81,2088.0,745.78,26,12,9
2021-09-26,Google Search,1,55+,iOS,Tier_2,1,340.0,0.0,0,0,0
2021-01-17,Google Search,1,55+,iOS,Tier_1,71,0.0,0.0,14,6,1
2021-10-24,Google Search,1,35-55,Windows,Tier_1,41,2124.0,86.97,14,8,6
2021-08-27,Google Search,1,35-,Windows,Tier_1,12,0.0,0.0,0,0,0
2021-02-28,Google Search,1,35-,Windows,Tier_1,13,0.0,0.0,1,0,0
2021-08-01,Google Search,1,35-,iOS,Tier_1,71,680.0,10.14,6,3,4
2021-08-17,Google Search,1,55+,Android,Tier_3,2,330.0,3.5,1,1,1
2021-01-11,Google Search,1,35-,Android,Tier_1,41,635.0,38.96,4,1,0
2021-04-23,Google Search,1,35-,Android,Tier_1,57,0.0,0.0,7,3,0
2021-04-19,Google Search,1,35-55,Android,Tier_1,76,1560.0,1103.0400000000002,18,10,6
2021-01-03,Google Search,1,35-,iOS,Tier_1,71,730.0,25.97,0,1,0
2021-01-08,Google Search,1,35-55,Other,Tier_2,1,0.0,0.0,1,1,1
2021-08-05,Google Search,1,35-55,MacOS,Tier_1,8,550.0,2.99,1,1,2
2021-08-08,Google Search,1,35-55,iOS,Tier_1,120,1950.0,166.13000000000002,25,8,5
2021-01-24,Google Search,1,55+,Windows,Tier_1,55,2120.0,1555.85,23,9,8
2021-04-19,Google Search,1,55+,Android,Tier_2,11,0.0,0.0,3,1,0
2021-08-16,Google Search,1,35-,Other,Tier_1,3,0.0,0.0,0,0,0
2021-04-20,Google Search,1,35-,Windows,Tier_2,4,0.0,0.0,2,2,2
2021-04-24,Google Search,1,55+,Windows,Tier_2,11,665.0,31.42,5,2,3
2021-10-09,Google Search,1,35-,Android,Tier_1,60,2694.0,150.94,11,7,4
2021-11-12,Google Search,1,35-,Android,Tier_3,14,0.0,0.0,1,0,0
2021-04-01,Google Search,1,55+,MacOS,Tier_3,1,330.0,415.63,1,1,1
2021-06-18,Google Search,1,35-,Android,Tier_3,5,200.0,3.55,1,1,0
2021-06-27,Google Search,1,35-,Windows,Tier_3,5,0.0,0.0,0,0,0
2021-04-06,Google Search,1,55+,Other,Tier_1,7,500.0,132.95,1,1,1
2021-07-14,Google Search,1,35-55,Windows,Tier_2,4,0.0,0.0,1,0,0
2021-07-20,Google Search,1,55+,MacOS,Tier_2,1,0.0,0.0,0,0,0
2021-07-31,Google Search,1,35-,Android,Tier_3,6,0.0,0.0,1,1,0
2021-10-21,Google Search,1,55+,Android,Tier_3,6,0.0,0.0,3,2,0
2021-08-09,Google Search,1,35-,iOS,Tier_1,69,500.0,5.98,7,2,0
2021-03-24,Google Search,1,35-55,Android,Tier_1,140,4890.0,474.7900000000001,28,15,13
2021-05-19,Google Search,1,55+,MacOS,Tier_1,10,400.0,0.0,4,0,2
2021-09-13,Google Search,1,55+,MacOS,Tier_1,9,0.0,0.0,4,3,1
2021-03-24,Google Search,1,35-,iOS,Tier_3,7,0.0,0.0,0,0,0
2021-03-20,Google Search,1,55+,Windows,Tier_3,2,0.0,0.0,0,1,1
2021-10-21,Google Search,1,55+,Other,Tier_1,9,0.0,0.0,3,2,1
2021-09-21,Google Search,1,55+,Android,Tier_2,4,386.0,141.88,1,1,0
2021-08-13,Google Search,1,35-55,Windows,Tier_2,5,0.0,0.0,0,0,0
2021-07-22,Google Search,1,55+,Android,Tier_3,3,550.0,256.66,1,1,0
2021-03-04,Google Search,1,35-,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-05-31,Google Search,1,35-,Android,Tier_1,46,200.0,7.23,8,4,3
2021-03-12,Google Search,1,35-,Android,Tier_2,2,0.0,0.0,0,0,1
2021-05-15,Google Search,1,55+,Android,Tier_2,7,0.0,0.0,0,0,0
2021-01-13,Google Search,1,35-,Windows,Tier_1,14,0.0,0.0,0,0,0
2021-09-20,Google Search,1,35-55,MacOS,Tier_2,2,0.0,0.0,1,0,0
2021-04-22,Google Search,1,35-55,MacOS,Tier_1,11,0.0,0.0,1,1,0
2021-10-06,Google Search,1,35-55,Windows,Tier_2,12,0.0,0.0,3,1,1
2021-06-27,Google Search,1,55+,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-02-23,Google Search,1,35-,Other,Tier_1,6,0.0,0.0,1,0,0
2021-01-07,Google Search,1,35-55,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-08-06,Google Search,1,35-55,Android,Tier_3,8,0.0,0.0,0,1,0
2021-09-05,Google Search,1,55+,Android,Tier_1,94,5240.0,336.22,24,18,15
2021-04-08,Google Search,1,35-55,MacOS,Tier_3,3,0.0,0.0,0,0,0
2021-08-11,Google Search,1,35-55,Windows,Tier_2,2,0.0,0.0,1,0,0
2021-01-25,Google Search,1,55+,Windows,Tier_2,7,0.0,0.0,0,0,1
2021-02-23,Google Search,1,35-55,Android,Tier_3,7,500.0,101.62,1,0,0
2021-08-17,Google Search,1,35-,Windows,Tier_2,2,0.0,0.0,1,0,0
2021-08-04,Google Search,1,35-55,MacOS,Tier_3,2,0.0,0.0,0,0,0
2021-07-03,Google Search,1,55+,Android,Tier_3,1,540.0,0.0,1,0,0
2021-08-21,Google Search,1,35-55,Android,Tier_3,10,175.0,3.52,6,5,4
2021-07-25,Google Search,1,35-55,Other,Tier_1,1,0.0,0.0,0,0,0
2021-03-26,Google Search,1,35-,Windows,Tier_2,3,0.0,0.0,0,0,0
2021-01-16,Google Search,1,55+,iOS,Tier_3,2,0.0,0.0,1,1,0
2021-02-12,Google Search,1,55+,Windows,Tier_2,2,0.0,0.0,0,0,0
2021-01-24,Google Search,1,55+,Other,Tier_1,6,0.0,0.0,1,1,0
2021-04-23,Google Search,1,55+,iOS,Tier_2,1,0.0,0.0,1,0,0
2021-08-18,Google Search,1,35-,MacOS,Tier_1,2,0.0,0.0,0,0,0
2021-08-31,Google Search,1,35-55,iOS,Tier_2,4,0.0,0.0,0,0,0
2021-05-14,Google Search,1,55+,Windows,Tier_1,26,0.0,0.0,7,4,2
2021-07-26,Google Search,1,35-55,Android,Tier_2,7,350.0,333.82,1,1,2
2021-01-20,Google Search,1,35-,iOS,Tier_3,9,0.0,0.0,2,0,0
2021-04-17,Google Search,1,35-,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-09-17,Google Search,1,35-,Windows,Tier_2,4,0.0,0.0,1,0,0
2021-02-24,Google Search,1,35-,iOS,Tier_1,52,500.0,22.98,1,1,0
2021-03-06,Google Search,1,35-55,Other,Tier_1,6,530.0,2.99,0,1,0
2021-07-26,Google Search,1,55+,iOS,Tier_1,53,1144.0,163.98000000000002,8,5,5
2021-08-21,Google Search,1,35-,Windows,Tier_1,15,0.0,0.0,4,2,1
2021-08-22,Google Search,1,35-55,MacOS,Tier_1,15,0.0,0.0,3,1,0
2021-11-04,Google Search,1,55+,iOS,Tier_2,2,0.0,0.0,1,0,1
2021-05-01,Google Search,1,55+,MacOS,Tier_2,3,665.0,283.44,2,2,1
2021-01-26,Google Search,1,35-55,MacOS,Tier_2,4,0.0,0.0,1,1,0
2021-05-07,Google Search,1,35-,Android,Tier_3,2,0.0,0.0,1,0,0
2021-06-23,Google Search,1,35-,Windows,Tier_1,13,0.0,0.0,2,0,0
2021-08-24,Google Search,1,35-,Android,Tier_2,9,315.0,3.52,1,1,1
2021-04-10,Google Search,1,35-,MacOS,Tier_1,4,0.0,0.0,1,1,0
2021-10-19,Google Search,1,35-,Windows,Tier_2,4,0.0,0.0,0,0,0
2021-03-21,Google Search,1,35-,MacOS,Tier_1,8,0.0,0.0,0,0,0
2021-11-14,Google Search,1,35-55,iOS,Tier_3,2,0.0,0.0,0,1,0
2021-06-27,Google Search,1,35-55,Other,Tier_2,1,0.0,0.0,0,0,0
2021-01-31,Google Search,1,35-,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-09-18,Google Search,1,35-,Windows,Tier_2,4,0.0,0.0,0,0,0
2021-10-18,Google Search,1,35-,iOS,Tier_2,4,0.0,0.0,0,0,0
2021-07-02,Google Search,1,35-,Android,Tier_2,1,0.0,0.0,0,0,0
2021-02-04,Google Search,1,35-,Other,Tier_1,4,0.0,0.0,0,0,0
2021-05-22,Google Search,1,55+,MacOS,Tier_1,16,0.0,0.0,7,0,1
2021-08-07,Google Search,1,35-,MacOS,Tier_1,2,0.0,0.0,0,0,0
2021-03-06,Google Search,1,55+,MacOS,Tier_2,1,0.0,0.0,0,0,0
2021-07-28,Google Search,1,35-55,Windows,Tier_1,37,0.0,2.99,6,2,2
2021-01-24,Google Search,1,35-,Android,Tier_3,5,0.0,0.0,1,1,0
2021-03-17,Google Search,1,55+,iOS,Tier_3,3,0.0,0.0,1,1,0
2021-03-20,Google Search,1,35-55,Windows,Tier_1,39,530.0,22.98,8,1,3
2021-07-06,Google Search,1,55+,Android,Tier_3,1,0.0,0.0,1,0,1
2021-02-08,Google Search,1,35-55,Other,Tier_3,1,0.0,0.0,1,1,0
2021-04-04,Google Search,1,35-,Other,Tier_1,5,0.0,0.0,1,0,0
2021-04-28,Google Search,1,35-55,iOS,Tier_3,1,530.0,22.98,1,1,0
2021-09-12,Google Search,1,35-55,iOS,Tier_2,4,0.0,0.0,1,1,1
2021-06-07,Google Search,1,35-55,Other,Tier_1,1,0.0,0.0,0,0,0
2021-02-02,Google Search,1,35-,Android,Tier_1,37,200.0,2.99,4,2,1
2021-08-02,Google Search,1,35-,Android,Tier_2,9,0.0,0.0,1,2,0
2021-11-17,Google Search,1,55+,iOS,Tier_2,2,0.0,0.0,1,0,0
2021-10-18,Google Search,1,35-,Windows,Tier_3,5,0.0,0.0,1,0,0
2021-07-03,Google Search,1,35-,Windows,Tier_3,4,0.0,0.0,1,0,0
2021-02-21,Google Search,1,35-55,iOS,Tier_2,9,330.0,3.62,2,2,1
2021-08-14,Google Search,1,35-55,Android,Tier_2,9,0.0,0.0,2,3,2
2021-10-24,Google Search,1,55+,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-07-27,Google Search,1,55+,MacOS,Tier_2,1,0.0,0.0,0,0,0
2021-07-20,Google Search,1,55+,Other,Tier_2,1,0.0,0.0,0,0,0
2021-08-29,Google Search,1,35-55,Windows,Tier_2,14,315.0,73.12,2,1,0
2021-02-04,Google Search,1,55+,Android,Tier_3,3,0.0,0.0,0,0,0
2021-03-17,Google Search,1,35-55,Other,Tier_1,3,0.0,0.0,1,0,0
2021-05-07,Google Search,1,55+,Other,Tier_1,2,0.0,0.0,0,0,0
2021-07-11,Google Search,1,35-55,iOS,Tier_2,4,350.0,26.12,0,0,0
2021-07-02,Google Search,1,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-06-12,Google Search,1,55+,Android,Tier_1,60,2450.0,1335.42,22,9,8
2021-11-17,Google Search,1,35-,Android,Tier_2,5,0.0,0.0,1,1,0
2021-08-27,Google Search,1,35-,Android,Tier_2,11,0.0,0.0,0,0,0
2021-07-21,Google Search,1,35-,Other,Tier_1,1,0.0,0.0,0,0,0
2021-08-25,Google Search,1,35-55,Android,Tier_2,17,340.0,0.0,3,2,3
2021-10-08,Google Search,1,35-55,Windows,Tier_3,8,0.0,0.0,0,0,0
2021-08-25,Google Search,1,35-55,iOS,Tier_3,2,315.0,25.83,2,0,0
2021-04-01,Google Search,1,35-,Android,Tier_3,4,0.0,0.0,3,2,0
2021-09-11,Google Search,1,35-,Windows,Tier_1,13,238.0,674.99,3,2,2
2021-02-13,Google Search,1,35-55,iOS,Tier_1,105,4720.0,3412.379999999999,21,8,5
2021-03-30,Google Search,1,55+,Windows,Tier_2,5,0.0,0.0,1,1,0
2021-01-21,Google Search,1,35-55,Android,Tier_3,11,0.0,0.0,1,2,0
2021-05-14,Google Search,1,35-55,Android,Tier_3,1,0.0,0.0,0,1,1
2021-04-05,Google Search,1,35-,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-07-14,Google Search,1,55+,Windows,Tier_1,40,400.0,2.99,7,4,3
2021-11-11,Google Search,1,35-,MacOS,Tier_1,8,0.0,0.0,0,1,0
2021-07-08,Google Search,1,35-55,MacOS,Tier_2,3,0.0,0.0,1,1,1
2021-03-09,Google Search,1,35-,iOS,Tier_3,2,0.0,0.0,0,0,0
2021-03-31,Google Search,1,55+,Windows,Tier_3,1,0.0,0.0,0,1,0
2021-07-22,Google Search,1,35-,Windows,Tier_3,3,0.0,0.0,1,1,0
2021-07-31,Google Search,1,35-55,Other,Tier_1,1,400.0,0.0,1,1,1
2021-10-21,Google Search,1,55+,Windows,Tier_2,6,340.0,3.48,4,1,3
2021-08-30,Google Search,1,35-,iOS,Tier_2,5,0.0,0.0,0,0,0
2021-07-02,Google Search,1,35-55,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-10-05,Google Search,1,35-55,iOS,Tier_3,4,0.0,0.0,0,0,0
2021-04-07,Google Search,1,35-55,iOS,Tier_2,1,0.0,0.0,0,0,0
2021-08-16,Google Search,1,35-55,Other,Tier_2,2,0.0,0.0,0,0,0
2021-05-17,Google Search,1,55+,Windows,Tier_3,1,0.0,0.0,0,0,0
2021-08-28,Google Search,1,55+,Other,Tier_1,7,0.0,0.0,2,0,0
2021-11-05,Google Search,1,35-55,Windows,Tier_1,33,400.0,181.97,6,6,1
2021-08-16,Google Search,1,35-55,MacOS,Tier_3,1,0.0,0.0,0,0,0
2021-01-30,Google Search,1,35-,Android,Tier_3,6,0.0,0.0,1,0,1
2021-08-04,Google Search,1,35-,Other,Tier_3,1,0.0,0.0,1,0,0
2021-04-12,Google Search,1,55+,Windows,Tier_3,2,0.0,0.0,0,0,0
2021-04-14,Google Search,1,55+,Android,Tier_1,55,1530.0,2.99,19,9,9
2021-04-06,Google Search,1,35-55,Windows,Tier_2,6,0.0,0.0,2,1,0
2021-07-27,Google Search,1,35-,iOS,Tier_3,8,0.0,0.0,0,0,0
2021-05-22,Google Search,1,55+,Android,Tier_2,5,0.0,0.0,1,0,0
2021-02-08,Google Search,1,35-,iOS,Tier_1,74,1230.0,165.03,8,4,3
2021-06-06,Google Search,1,35-55,iOS,Tier_1,102,3250.0,654.54,32,20,9
2021-11-01,Google Search,1,55+,Android,Tier_1,142,3064.0,766.95,49,39,39
2021-07-30,Google Search,1,35-55,Android,Tier_1,127,2750.0,32.15,28,21,16
2021-04-18,Google Search,1,35-55,Windows,Tier_1,33,0.0,0.0,7,3,2
2021-07-15,Google Search,1,55+,iOS,Tier_1,45,2100.0,364.97,5,4,2
2021-09-17,Google Search,1,35-55,Windows,Tier_2,4,340.0,3.51,1,1,1
2021-10-27,Google Search,1,55+,MacOS,Tier_1,16,0.0,0.0,5,1,1
2021-10-07,Google Search,1,35-55,Android,Tier_1,179,3324.0,20.93,46,35,21
2021-06-22,Google Search,1,55+,Windows,Tier_1,22,800.0,62.980000000000004,9,5,7
2021-03-21,Google Search,1,55+,Android,Tier_1,58,1800.0,1313.83,16,9,8
2021-05-18,Google Search,1,35-55,iOS,Tier_1,78,2830.0,564.6500000000001,15,10,6
2021-08-10,Google Search,1,35-55,MacOS,Tier_1,13,950.0,161.98000000000002,4,3,2
2021-05-18,Google Search,1,55+,iOS,Tier_1,66,900.0,2.99,11,6,6
2021-08-23,Google Search,1,55+,Android,Tier_1,106,5464.0,990.9000000000001,32,25,22
2021-03-20,Google Search,1,35-55,Android,Tier_1,121,2800.0,381.89,20,18,6
2021-10-09,Google Search,1,35-55,Android,Tier_1,173,5780.0,1068.93,58,31,20
2021-11-03,Google Search,1,35-,Android,Tier_1,35,180.0,26.07,6,1,1
2021-06-29,Google Search,1,35-,Other,Tier_1,3,0.0,0.0,0,0,0
2021-05-12,Google Search,1,35-55,Windows,Tier_1,27,770.0,0.0,6,1,3
2021-01-21,Google Search,1,35-55,iOS,Tier_1,114,3760.0,742.79,12,8,4
2021-07-17,Google Search,1,55+,MacOS,Tier_1,9,0.0,0.0,2,0,0
2021-07-09,Google Search,1,35-55,Android,Tier_2,5,0.0,0.0,0,0,0
2021-01-02,Google Search,1,55+,iOS,Tier_2,5,0.0,0.0,1,1,1
2021-07-11,Google Search,1,55+,Windows,Tier_1,31,500.0,2.99,5,3,2
2021-08-26,Google Search,1,35-,MacOS,Tier_1,1,0.0,0.0,0,0,0
2021-05-09,Google Search,1,35-,iOS,Tier_1,46,380.0,2.99,5,0,1
2021-03-27,Google Search,1,55+,MacOS,Tier_1,10,0.0,0.0,2,1,0
2021-04-26,Google Search,1,55+,Windows,Tier_1,49,0.0,0.0,8,8,6
2021-08-26,Google Search,1,55+,MacOS,Tier_1,13,0.0,0.0,1,1,1
2021-06-09,Google Search,1,35-55,Other,Tier_1,3,0.0,0.0,0,0,0
2021-04-30,Google Search,1,55+,Windows,Tier_1,47,0.0,0.0,10,4,2
2021-04-04,Google Search,1,55+,Other,Tier_1,4,0.0,0.0,3,1,1
2021-03-10,Google Search,1,35-,MacOS,Tier_1,2,0.0,0.0,1,0,0
2021-03-12,Google Search,1,35-,Android,Tier_3,3,0.0,0.0,1,0,0
2021-04-18,Google Search,1,35-,iOS,Tier_1,50,700.0,2.99,4,3,1
2021-08-27,Google Search,1,35-,iOS,Tier_1,50,220.0,4.1,3,1,0
2021-02-20,Google Search,1,35-,Android,Tier_1,42,200.0,92.97,3,1,1
2021-03-16,Google Search,1,35-,Windows,Tier_1,16,0.0,0.0,1,1,0
2021-01-11,Google Search,1,35-55,Android,Tier_2,13,315.0,3.63,4,1,1
2021-05-21,Google Search,1,55+,Windows,Tier_3,3,0.0,0.0,1,0,0
2021-07-04,Google Search,1,35-,Android,Tier_1,32,180.0,2.99,1,1,0
2021-01-05,Google Search,1,55+,iOS,Tier_3,2,530.0,162.96,1,1,0
2021-10-15,Google Search,1,35-,iOS,Tier_3,11,0.0,0.0,3,1,1
2021-03-16,Google Search,1,35-55,Android,Tier_3,6,0.0,0.0,1,0,0
2021-07-18,Google Search,1,55+,Other,Tier_1,12,0.0,0.0,0,0,1
2021-01-08,Google Search,1,35-,MacOS,Tier_1,10,0.0,0.0,1,1,0
2021-08-03,Google Search,1,35-,Android,Tier_3,14,0.0,0.0,1,2,1
2021-11-03,Google Search,1,55+,Windows,Tier_3,5,0.0,0.0,1,0,0
2021-08-27,Google Search,1,55+,MacOS,Tier_1,8,0.0,0.0,1,2,1
2021-11-17,Google Search,1,35-55,Other,Tier_3,2,386.0,0.0,1,1,1
2021-08-03,Google Search,1,55+,Windows,Tier_3,10,0.0,0.0,3,2,1
2021-07-18,Google Search,1,35-,MacOS,Tier_1,8,0.0,0.0,1,0,0
2021-03-16,Google Search,1,35-,Windows,Tier_3,3,0.0,0.0,0,1,0
2021-06-17,Google Search,1,35-55,Windows,Tier_3,7,0.0,0.0,1,2,1
2021-09-06,Google Search,1,35-55,MacOS,Tier_2,2,0.0,0.0,0,0,0
2021-04-01,Google Search,1,55+,iOS,Tier_2,3,0.0,0.0,1,1,0
2021-03-01,Google Search,1,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-11-03,Google Search,1,35-,Android,Tier_2,4,0.0,0.0,0,0,0
2021-10-25,Google Search,1,35-,MacOS,Tier_3,4,0.0,0.0,0,0,0
2021-10-02,Google Search,1,55+,MacOS,Tier_2,4,0.0,0.0,3,3,3
2021-08-31,Google Search,1,35-,Android,Tier_3,7,0.0,0.0,0,0,0
2021-08-13,Google Search,1,35-55,Android,Tier_1,114,3430.0,166.3,29,10,9
2021-11-16,Google Search,1,55+,Other,Tier_3,1,0.0,0.0,1,1,1
2021-07-23,Google Search,1,35-,MacOS,Tier_1,2,0.0,0.0,1,0,0
2021-05-26,Google Search,1,35-55,Android,Tier_1,75,1500.0,1719.18,20,14,10
2021-09-13,Google Search,1,35-,Windows,Tier_3,10,0.0,0.0,1,1,0
2021-10-15,Google Search,1,35-,Windows,Tier_3,9,0.0,0.0,2,0,0
2021-04-13,Google Search,1,35-55,Other,Tier_1,3,530.0,92.97,1,1,1
2021-07-12,Google Search,1,55+,iOS,Tier_1,44,2950.0,1257.95,8,6,4
2021-05-12,Google Search,1,35-55,Windows,Tier_3,3,0.0,0.0,2,0,0
2021-01-11,Google Search,1,35-,Windows,Tier_2,1,0.0,0.0,0,0,0
2021-09-30,Google Search,1,55+,Other,Tier_1,2,0.0,0.0,0,0,0
2021-03-06,Google Search,1,35-55,MacOS,Tier_2,3,0.0,0.0,0,0,0
2021-07-30,Google Search,1,35-,iOS,Tier_3,5,0.0,0.0,0,1,0
2021-05-08,Google Search,1,55+,iOS,Tier_3,1,0.0,0.0,0,0,0
2021-08-18,Google Search,1,55+,Windows,Tier_2,7,500.0,212.93,5,0,1
2021-02-27,Google Search,1,35-,MacOS,Tier_2,2,0.0,0.0,0,0,0
2021-04-02,Google Search,1,55+,MacOS,Tier_2,1,0.0,0.0,0,0,0
2021-07-16,Google Search,1,35-,Android,Tier_2,5,0.0,0.0,0,0,0
2021-08-08,Google Search,1,35-55,Android,Tier_3,11,550.0,25.86,3,2,1
2021-11-17,Google Search,1,55+,MacOS,Tier_1,5,0.0,0.0,1,0,1
